search URL:,https://patents.google.com/?country=CN&before=filing:20220104&after=filing:20220104&type=PATENT&sort=new
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-216709332-U,Depainting workpiece transport vehicle ,成都克万机械设备技术服务有限公司,"谭江, 李永和, 李桂章, 付思红",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216709332U/en,https://patentimages.storage.googleapis.com/04/cb/4f/c0338bcfa66340/HDA0003455549370000011.png
CN-217041054-U,But butt joint is inhaled to medical seal wire and seal wire magnetism that magnetism was inhaled and is inhaled interfacing apparatus ,广东博迈医疗科技股份有限公司,"胡涛, 张志军, 马剑英, 李长岭, 刘朝生, 葛均波",2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217041054U/en,https://patentimages.storage.googleapis.com/ed/c7/6c/7f68d2e9943d43/HDA0003454759600000011.png
CN-114332071-A,Video anomaly detection method based on foreground information enhancement ,广东工业大学,"王丰, 邝永年, 梁振华",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114332071A/en,https://patentimages.storage.googleapis.com/a8/e5/71/ddf946fc1b96a3/HDA0003455591970000011.png
CN-114367788-A,Filtering sieve plate for fluid chromatographic analysis and processing method thereof ,深圳市恒谱生科学仪器有限公司,杨日葵,2022-01-04,2022-01-04,2022-04-19,,https://patents.google.com/patent/CN114367788A/en,https://patentimages.storage.googleapis.com/e7/d7/78/f76cda11fef0b5/HDA0003455476640000011.png
CN-216772348-U,Computer panel with quick disassembly mechanism ,青海交通职业技术学院,"郑荣, 黄倩, 王万京, 都桂英",2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216772348U/en,https://patentimages.storage.googleapis.com/4b/53/47/f9df4ba2922563/HDA0003454760190000011.png
CN-217289124-U,Virtual interactive holographic brain-computer interface bonding device ,上海盟云全息科技股份有限公司,不公告发明人,2022-01-04,2022-01-04,2022-08-26,2022-08-26,https://patents.google.com/patent/CN217289124U/en,https://patentimages.storage.googleapis.com/6c/43/fa/9e6cc059f06d9b/HDA0003454971580000011.png
CN-217213836-U,Card mouth anticollision institution of card machine and self-service financial equipment ,长城信息股份有限公司,"周立波, 朱跃辉, 朱秀军",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217213836U/en,https://patentimages.storage.googleapis.com/9d/78/06/a37cd8d4cd69a8/HDA0003454680840000011.png
CN-114004552-B,Underground water quality risk assessment method and system ,中国水利水电科学研究院,"马志瑾, 龙爱华, 张沛, 徐永红, 陈吟, 羊艳, 蒙雅雯, 丁元芳, 邓晓雅, 孙益沛, 常远远, 张震域, 田文君, 孟景, 蓝云龙, 刘保军, 尚永诚",2022-01-04,2022-01-04,2022-04-12,2022-04-12,https://patents.google.com/patent/CN114004552B/en,https://patentimages.storage.googleapis.com/6a/8b/23/d58bb95cffc516/211220131958.png
CN-114022545-A,Airborne SAR image non-control-point real-time positioning method suitable for complex terrain ,中国科学院空天信息创新研究院,"潘志刚, 刘畅, 徐向辉, 李志勇, 王小龙, 董旭彬",2022-01-04,2022-01-04,2022-02-08,,https://patents.google.com/patent/CN114022545A/en,https://patentimages.storage.googleapis.com/e8/5f/71/c17a2c2bc2403f/211222192914.png
CN-217205459-U,High-speed railway protective wall automatic spray maintenance car ,中铁九局集团第三建设有限公司,"陈晓鹏, 肖旭东, 罗斌, 张岩刚, 全萍, 宋天淼, 赵金涛, 苏日乐, 危荣兵, 姜连涛, 夏鹏, 冯超, 张树森, 张挺, 柴波",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217205459U/en,https://patentimages.storage.googleapis.com/46/0d/a9/6d5041ca735456/HDA0003455588210000011.png
CN-114215633-B,Diagnostic method and device for three-way catalytic converter ,潍柴动力股份有限公司,"刘锡庆, 徐鹏, 丁晓倩, 刘江, 刘双双",2022-01-04,2022-01-04,2023-01-20,2023-01-20,https://patents.google.com/patent/CN114215633B/en,https://patentimages.storage.googleapis.com/ca/c0/c1/b9f27cccada1eb/HDA0003455001990000011.png
CN-216715503-U,Connecting structure of ventilating duct ,山东米来安装工程有限公司,"赵忠魁, 崔勇, 申丽平, 崔晓兰, 王丛利, 安琪, 刘佳, 韩娜, 崔久强, 于正中, 崔维友, 刘磊, 崔久远",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216715503U/en,https://patentimages.storage.googleapis.com/47/eb/be/230d8bd540dc38/HDA0003454954740000011.png
CN-217363707-U,Combined flap subsoiler ,禹城大地机械制造有限公司,刘现利,2022-01-04,2022-01-04,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217363707U/en,https://patentimages.storage.googleapis.com/74/d0/91/e2872d4dff122c/HDA0003454837340000011.png
CN-216789463-U,Anti-settling reinforced concrete pipe ,佛山市攀峰水泥制品有限公司,"胡磊, 桂爽",2022-01-04,2022-01-04,2022-06-21,2022-06-21,https://patents.google.com/patent/CN216789463U/en,https://patentimages.storage.googleapis.com/bb/3d/83/20ec4be1dcff9d/HDA0003455380380000011.png
CN-114345169-B,Intelligent soil mixer for laboratory ,河南大学,"孙晓, 李书雅, 黄丽娜, 张胜, 张强",2022-01-04,2022-01-04,2023-04-11,2023-04-11,https://patents.google.com/patent/CN114345169B/en,https://patentimages.storage.googleapis.com/c2/8d/9e/ca72994dd5ff9e/HDA0003455474560000011.png
CN-114404396-B,Application of compound in preparation of antithrombotic drug ,广西医科大学第一附属医院,"刘竞丽, 吴双, 梁程伟, 李劲频, 谢晓云, 黄海萍, 傅金凤, 王辞岚, 邓梦雨",2022-01-04,2022-01-04,2023-03-07,2023-03-07,https://patents.google.com/patent/CN114404396B/en,https://patentimages.storage.googleapis.com/39/9c/90/f656b23074ac1a/HDA0003455183550000012.png
CN-114326911-A,Reference voltage circuit and three-dimensional memory ,长江存储科技有限责任公司,魏汝新,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114326911A/en,https://patentimages.storage.googleapis.com/82/f0/94/6ae4b2fc935b3b/HDA0003454142600000011.png
CN-114406666-A,Method for assembling axle box built-in bogie by using assembling device ,中车青岛四方机车车辆股份有限公司,"姚凯, 邓鸿剑, 商佳园, 张胜涛, 秦小森, 刘子铭, 徐文道",2022-01-04,2022-01-04,2022-04-29,,https://patents.google.com/patent/CN114406666A/en,https://patentimages.storage.googleapis.com/f5/31/dc/73d95937924723/HDA0003455579410000011.png
CN-114249701-A,Crystal form of gadoteridol compound and preparation method thereof ,"海南普利制药股份有限公司, 浙江普利药业有限公司, 安徽普利药业有限公司","朱逸凡, 范敏华, 王营辉, 吴族悌, 汪宇星, 龚亚红, 郭卫革, 陆翠军, 周胜军, 毛峙峙, 王可枫",2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114249701A/en,https://patentimages.storage.googleapis.com/8f/a5/f5/b8e7947946bc2e/HDA0003454006240000011.png
CN-217198068-U,Concrete tank car cleaning platform ,宜昌锦瑞宏混凝土有限公司,"骆定文, 王德华",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217198068U/en,https://patentimages.storage.googleapis.com/a9/97/08/aac8eba80cc406/2112301441551.png
CN-217318378-U,Board cutting machine convenient to receive material ,吉林省名格文仪家具有限公司,"柴万里, 丁桂英",2022-01-04,2022-01-04,2022-08-30,2022-08-30,https://patents.google.com/patent/CN217318378U/en,https://patentimages.storage.googleapis.com/21/a7/31/53c31abb7d88a5/HDA0003454051840000011.png
CN-216461835-U,Multifunctional cutting machine ,厦门凯玥机器制造有限公司,"李龙, 蔡志军",2022-01-04,2022-01-04,2022-05-10,2022-05-10,https://patents.google.com/patent/CN216461835U/en,https://patentimages.storage.googleapis.com/7e/a0/f9/8e5f59b6215eee/HDA0003455160150000011.png
CN-217430700-U,Automatic fire control unit that coal conveying removed dust and used ,"北京京能电力股份有限公司, 山西京能吕临发电有限公司",翟志文,2022-01-04,2022-01-04,2022-09-16,2022-09-16,https://patents.google.com/patent/CN217430700U/en,https://patentimages.storage.googleapis.com/ff/cb/ab/e0280c9d8b74d4/HDA0003454331960000011.png
CN-217472940-U,High dust-holding dust collector filter bag ,江苏氟莱尔环保科技有限公司,"曹兆发, 曹文燕, 张中贵, 庄青",2022-01-04,2022-01-04,2022-09-23,2022-09-23,https://patents.google.com/patent/CN217472940U/en,https://patentimages.storage.googleapis.com/15/78/77/016b1fd91b5c5c/HDA0003454012220000011.png
CN-114382762-A,"Connecting assembly, pen and electronic equipment ",维沃移动通信有限公司,赵本祥,2022-01-04,2022-01-04,2022-04-22,,https://patents.google.com/patent/CN114382762A/en,https://patentimages.storage.googleapis.com/ff/7d/a6/38e9aae8ccc1cf/HDA0003455260300000011.png
CN-114214928-A,Shape memory alloy three-dimensional composite shock insulation support ,辽宁工程技术大学,"吴爽, 刘海卿, 赵中伟, 董金凤, 王锦力",2022-01-04,2022-01-04,2022-03-22,,https://patents.google.com/patent/CN114214928A/en,https://patentimages.storage.googleapis.com/b2/43/df/ea00dd48c7fe63/HDA0003454464130000012.png
CN-114025023-A,"Source returning method, device, equipment and computer readable storage medium ",北京金山云网络技术有限公司,"蒲文宾, 年彦东",2022-01-04,2022-01-04,2022-02-08,,https://patents.google.com/patent/CN114025023A/en,https://patentimages.storage.googleapis.com/91/0c/80/c6c02b32d351dc/211222141534.png
CN-216537651-U,Dust collector for construction waste regeneration and smashing ,石家庄海燕环保科技有限公司,"郭华军, 郭华锋, 齐杰, 王树伟",2022-01-04,2022-01-04,2022-05-17,2022-05-17,https://patents.google.com/patent/CN216537651U/en,https://patentimages.storage.googleapis.com/6f/49/a0/c66d9e230f48b7/HDA0003454964770000011.png
CN-114403432-A,Production process and formula of mulberry and rose enzyme ,山东醐醍食品科技有限公司,鞠平,2022-01-04,2022-01-04,2022-04-29,,https://patents.google.com/patent/CN114403432A/en,https://patentimages.storage.googleapis.com/d9/df/57/79edb726bced44/220104171202.png
CN-216740438-U,Outer sunshade system of convex balcony ,河北绿色建筑科技有限公司,"倪海琼, 王炳博, 张重阳, 孙海月",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216740438U/en,https://patentimages.storage.googleapis.com/62/9f/48/e59c972e3b527d/HDA0003455169760000011.png
CN-217047296-U,But sound box accessory injection mold of quick replacement activity insert piece ,佛山市金旭华塑胶科技有限公司,关建华,2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217047296U/en,https://patentimages.storage.googleapis.com/af/5c/55/4ed7f806a7f653/HDA0003454096340000011.png
CN-114409102-A,Submersible aerator with disrotatory oblique flow impeller ,吉林大学,"田丽梅, 徐浩然, 赵杰, 田伟, 商延赓",2022-01-04,2022-01-04,2022-04-29,,https://patents.google.com/patent/CN114409102A/en,https://patentimages.storage.googleapis.com/6a/87/54/f03a20736ff44a/HDA0003454330510000011.png
CN-114250845-A,Slag heap waste water collection device for abandoned mine ,中冶南方都市环保工程技术股份有限公司,"叶振亚, 田靓, 董仁君, 高章龙, 黄超, 查星星",2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114250845A/en,https://patentimages.storage.googleapis.com/f6/9b/e3/0b034200a910a5/220104163412.png
CN-114357837-A,35kV shielding separable connector and design method thereof ,上海捷锦电力新材料有限公司,"柳松, 陆晓波, 范永生, 孙琦淼, 董邦伟, 倪敏",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114357837A/en,https://patentimages.storage.googleapis.com/3e/4a/aa/c15be640995331/HDA0003454665060000011.png
CN-216750139-U,Immersion type liquid cooling battery module with integrated liquid cooling board ,深圳市诺益佳科技有限公司,张�林,2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216750139U/en,https://patentimages.storage.googleapis.com/ae/50/02/bfb1f73db95468/HDA0003454142100000011.png
CN-216781263-U,Automatic processing device for composite wood board ,广西融水七彩美连木业有限公司,"戚兴富, 房纪前, 李旭, 杨美连",2022-01-04,2022-01-04,2022-06-21,2022-06-21,https://patents.google.com/patent/CN216781263U/en,https://patentimages.storage.googleapis.com/c1/1b/c1/e6390cb0063380/HDA0003454563300000011.png
CN-114476126-A,Connector for rocket fairing and connector sealing connection structure ,蓝箭航天空间科技股份有限公司,"张信波, 赵立乔, 南铁玲, 张亚民, 武凯日",2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114476126A/en,https://patentimages.storage.googleapis.com/6f/a8/33/bcf14236c490c0/HDA0003454534540000011.png
CN-216856527-U,Raw material mixing device for bio-pharmaceuticals ,辽宁亿帆药业有限公司,杜木根,2022-01-04,2022-01-04,2022-07-01,2022-07-01,https://patents.google.com/patent/CN216856527U/en,https://patentimages.storage.googleapis.com/94/2a/20/9ec45a8c3353bf/HDA0003454489160000011.png
CN-114359103-A,"Hyperspectral image defogging method and device, computer product and storage medium ",中国电建集团中南勘测设计研究院有限公司,"刘昊, 高毓欣, 谭可成, 刘玮欣, 刘承照",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114359103A/en,https://patentimages.storage.googleapis.com/9f/9f/e3/9b19c48db7d19c/HDA0003455446960000011.png
CN-216552460-U,Mounting structure for aerated concrete panel ,辰沙新型建筑材料(重庆)有限公司,"王银江, 刘清松, 陈志国, 廖川波, 李毅, 邢东",2022-01-04,2022-01-04,2022-05-17,2022-05-17,https://patents.google.com/patent/CN216552460U/en,https://patentimages.storage.googleapis.com/c6/d0/db/12885fcae680c3/HDA0003454684610000011.png
CN-216814447-U,"Constant temperature, humidity and oxygen installation system ",江苏小吾电器有限公司,"羊月东, 王成权, 赵锦成",2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216814447U/en,https://patentimages.storage.googleapis.com/ab/2d/77/23ffd85301558b/HDA0003455352500000011.png
CN-114252044-A,Sensor for recording number of turns and angle of rotation by utilizing multi-pole mechanical gear ,长春市成宇科技有限公司,徐文东,2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114252044A/en,https://patentimages.storage.googleapis.com/08/9d/05/6c5dfce0f42a5f/HDA0003455501120000011.png
CN-114419781-A,"Method for reminding that camera equipment is shielded, vending terminal, storage medium and device ",合肥美的智能科技有限公司,"余宏辉, 陶海金, 杨道红, 方琦, 陈振亚",2022-01-04,2022-01-04,2022-04-29,,https://patents.google.com/patent/CN114419781A/en,https://patentimages.storage.googleapis.com/cd/40/df/b25de038e7ecfe/HDA0003455222950000011.png
CN-216594489-U,Plastic product boss post die pull testing arrangement ,深圳市建福科技有限公司,"周金辉, 林明辉, 王勇根",2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216594489U/en,https://patentimages.storage.googleapis.com/f8/31/fc/0cb32bcd8a0df2/HDA0003454024120000011.png
CN-114293237-B,Preparation method of one-dimensional topological photonic crystal based on porous alumina ,合肥工业大学,"张俊喜, 王心宇, 张维, 胡志家, 牛力捷, 王晨, 程锐, 方峥",2022-01-04,2022-01-04,2023-05-12,2023-05-12,https://patents.google.com/patent/CN114293237B/en,https://patentimages.storage.googleapis.com/7e/09/1b/774c0c521f4718/HDA0003455081140000021.png
CN-216742853-U,Drain valve and multifunctional electric tea boiler ,中山市吉瑞格家居科技有限公司,母有凡,2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216742853U/en,https://patentimages.storage.googleapis.com/59/90/5c/2efcc7946e39ee/HDA0003454530690000011.png
CN-216432837-U,Dynamic and static resistance strain gauge ,秦皇岛市信恒电子科技有限公司,"王誉臻, 王颖, 李强",2022-01-04,2022-01-04,2022-05-03,2022-05-03,https://patents.google.com/patent/CN216432837U/en,https://patentimages.storage.googleapis.com/92/bf/d3/1b4fc57aa1ec15/220104112334.png
CN-114297268-A,Method for judging types of fisheries and grades of fisheries of Indian ocean spreading and covering type based on characteristics of ship positions and sailing tracks ,"中国水产科学研究院东海水产研究所, 上海海洋大学","张衡, 韩海斌, 苏冰, 杨超, 蒋沛雯",2022-01-04,2022-01-04,2022-04-08,,https://patents.google.com/patent/CN114297268A/en,https://patentimages.storage.googleapis.com/57/af/3c/30ce59710e3163/HDA0003454430530000011.png
